name,meaning,origin,gender,nationality,language,script,era,notes
Lena,Bright one,Greek,girl,pl,pl,Latin,modern,Short for Helena
Alicja,Noble type,Germanic,girl,pl,pl,Latin,classic,Bachleda (Actress)
Oliwia,Olive tree,Latin,girl,pl,pl,Latin,modern,Bieniuk (Model)
Laura,Laurel,Latin,girl,pl,pl,Latin,modern,Friz crew influence
Maria,Bitter / Beloved,Hebrew,girl,pl,pl,Latin,classic,Skłodowska-Curie
Pola,Small,Latin,girl,pl,pl,Latin,modern,Negri (Actress)
Amelia,Work / Industrious,Germanic,girl,pl,pl,Latin,modern,Vintage charm
Emilia,Rival,Latin,girl,pl,pl,Latin,classic,Plater (Soldier)
Antonina,Praiseworthy,Latin,girl,pl,pl,Latin,classic,Vintage revival
Wiktoria,Victory,Latin,girl,pl,pl,Latin,classic,Gąsiewska (Actress)
Aleksandra,Defender of men,Greek,girl,pl,pl,Latin,classic,Kwaśniewska
Marcelina,Little warrior,Latin,girl,pl,pl,Latin,classic,Zawadzka
Klara,Bright / Clear,Latin,girl,pl,pl,Latin,classic,Lewandowska daughter
Michalina,Who is like God?,Hebrew,girl,pl,pl,Latin,classic,Wisłocka
Helena,Bright one,Greek,girl,pl,pl,Latin,classic,Modrzejewska
Gabriela,God is my strength,Hebrew,girl,pl,pl,Latin,classic,Zapolska
Natalia,Christmas Day,Latin,girl,pl,pl,Latin,classic,Kukulska (Singer)
Nadia,Hope,Slavic,girl,pl,pl,Latin,modern,Eastern influence
Karolina,Free man,Germanic,girl,pl,pl,Latin,classic,Szostak
Kornelia,Horn,Latin,girl,pl,pl,Latin,classic,Roman origin
Martyna,Warrior of Mars,Latin,girl,pl,pl,Latin,modern,Wojciechowska
Jagoda,Berry,Slavic,girl,pl,pl,Latin,modern,Nature name
Łucja,Light,Latin,girl,pl,pl,Latin,classic,St. Lucia
Lilianna,Lily flower,Latin,girl,pl,pl,Latin,modern,Ornamental name
Weronika,True image,Greek,girl,pl,pl,Latin,classic,Rosati (Actress)
Barbara,Foreign,Greek,girl,pl,pl,Latin,classic,Kurdej-Szatan
Kaja,Pure / Earth,Greek,girl,pl,pl,Latin,modern,Short strong name
Blanka,White,Germanic,girl,pl,pl,Latin,modern,Lipińska
Anna,Grace,Hebrew,girl,pl,pl,Latin,classic,Lewandowska
Ewa,Life,Hebrew,girl,pl,pl,Latin,classic,Chodakowska
Magdalena,From Magdala,Aramaic,girl,pl,pl,Latin,classic,Cielecka
Kinga,Family / Kin,Germanic,girl,pl,pl,Latin,classic,Saint Kinga
Agata,Good,Greek,girl,pl,pl,Latin,classic,Duda (First Lady)
Joanna,God is gracious,Hebrew,girl,pl,pl,Latin,classic,Krupa (Model)
Małgorzata,Pearl,Greek,girl,pl,pl,Latin,classic,Rozenek
Paulina,Small,Latin,girl,pl,pl,Latin,classic,Krupińska
Katarzyna,Pure,Greek,girl,pl,pl,Latin,classic,Cichopek
Marta,Lady / Mistress,Aramaic,girl,pl,pl,Latin,classic,Żmuda
Iga,War battle,Germanic,girl,pl,pl,Latin,modern,Świątek (Tennis)
Aniela,Angel,Greek,girl,pl,pl,Latin,classic,Vintage revival
Róża,Rose,Latin,girl,pl,pl,Latin,classic,Flower name
Urszula,Little bear,Latin,girl,pl,pl,Latin,classic,Kochanowski poem
Rozalia,Rose,Latin,girl,pl,pl,Latin,classic,Man-teuffel,

Вот списки для всех оставшихся стран: Украина, Польша, Чехия, Румыния и Казахстан.

8. 🇺🇦 Ukraine
Фрагмент кода

name,meaning,origin,gender,nationality,language,script,era,notes
Oleksandr,Defender of men,Greek,boy,ua,uk,Cyrillic,classic,Ukrainian form of Alexander
Artem,Safe / Healthy,Greek,boy,ua,uk,Cyrillic,modern,Top popular name
Maksym,Greatest,Latin,boy,ua,uk,Cyrillic,modern,Cossack historical name
Dmytro,Devoted to Demeter,Greek,boy,ua,uk,Cyrillic,classic,St. Demetrius
Matviy,Gift of God,Hebrew,boy,ua,uk,Cyrillic,modern,Ukrainian Matthew
Nazar,He who has vowed,Hebrew,boy,ua,uk,Cyrillic,modern,Turkish/Hebrew roots
Bohdan,God given,Slavic,boy,ua,uk,Cyrillic,classic,Khmelnytsky (Hetman)
Ivan,God is gracious,Hebrew,boy,ua,uk,Cyrillic,classic,Traditional favorite
Andriy,Manly / Brave,Greek,boy,ua,uk,Cyrillic,classic,Shevchenko (Footballer)
Vladyslav,Possessing glory,Slavic,boy,ua,uk,Cyrillic,classic,Kyivan Rus prince
Danylo,God is my judge,Hebrew,boy,ua,uk,Cyrillic,classic,King Danylo Halytsky
Marko,Warrior of Mars,Latin,boy,ua,uk,Cyrillic,modern,Cossack name trend
Tymofiy,Honoring God,Greek,boy,ua,uk,Cyrillic,modern,Rising popularity
Mykhailo,Who is like God?,Hebrew,boy,ua,uk,Cyrillic,classic,St. Michael Patron of Kyiv
Denys,Devoted to Dionysus,Greek,boy,ua,uk,Cyrillic,modern,Common in 2000s
Vitaliy,Vital / Life,Latin,boy,ua,uk,Cyrillic,classic,Klitschko brothers
Volodymyr,Ruler of the world,Slavic,boy,ua,uk,Cyrillic,classic,Zelensky / St. Volodymyr
Yaroslav,Fierce and glorious,Slavic,boy,ua,uk,Cyrillic,classic,Yaroslav the Wise
Serhiy,Servant / Protector,Latin,boy,ua,uk,Cyrillic,classic,Paradjanov (Director)
Yurii,Farmer,Greek,boy,ua,uk,Cyrillic,classic,Ukrainian George
Oleh,Holy / Sacred,Norse,boy,ua,uk,Cyrillic,classic,Prince Oleh
Roman,Citizen of Rome,Latin,boy,ua,uk,Cyrillic,classic,Halych Prince
Kyrylo,Lord / Master,Greek,boy,ua,uk,Cyrillic,classic,Cyrillic alphabet
Mykyta,Victor,Greek,boy,ua,uk,Cyrillic,modern,Ukrainian Nikita
Illia,Lord is my God,Hebrew,boy,ua,uk,Cyrillic,classic,Prophet Elijah
Yehor,Farmer,Greek,boy,ua,uk,Cyrillic,modern,Variation of George
Pavlo,Small / Humble,Latin,boy,ua,uk,Cyrillic,classic,Apostle Paul
Ostap,Steady / Firm,Greek,boy,ua,uk,Cyrillic,classic,Taras Bulba character
Taras,Rebel / Troublemaker,Greek,boy,ua,uk,Cyrillic,classic,Shevchenko (Poet)
Mykola,Victory of the people,Greek,boy,ua,uk,Cyrillic,classic,St. Nicholas / Gogol
Ruslan,Lion,Turkic,boy,ua,uk,Cyrillic,classic,Ruslana (Singer)
Davyd,Beloved,Hebrew,boy,ua,uk,Cyrillic,modern,Biblical King
Zakhar,God has remembered,Hebrew,boy,ua,uk,Cyrillic,modern,Cossack vibes
Hlib,Heir of God,Norse,boy,ua,uk,Cyrillic,classic,Early martyr
Lev,Lion,Ukrainian,boy,ua,uk,Cyrillic,classic,City of Lviv namesake
Vasyl,King / Royal,Greek,boy,ua,uk,Cyrillic,classic,Stus (Poet)
Stepan,Crown,Greek,boy,ua,uk,Cyrillic,classic,Bandera (Historical)
Ihor,Warrior of peace,Norse,boy,ua,uk,Cyrillic,classic,Prince Ihor
Artur,Bear man,Celtic,boy,ua,uk,Cyrillic,modern,International
Viktor,Conqueror,Latin,boy,ua,uk,Cyrillic,classic,Yushchenko
Orest,He who stands on mountain,Greek,boy,ua,uk,Cyrillic,classic,Western Ukraine popular
Sviatoslav,Holy glory,Slavic,boy,ua,uk,Cyrillic,classic,Vakarchuk (Singer)
Yevhen,Noble,Greek,boy,ua,uk,Cyrillic,classic,Konovalets
Anatoliy,Sunrise,Greek,boy,ua,uk,Cyrillic,classic,Eastern region favorite
Valeriy,To be strong,Latin,boy,ua,uk,Cyrillic,classic,Lobanovskyi (Coach)
Stanislav,Stand in glory,Slavic,boy,ua,uk,Cyrillic,classic,Polish influence
Borys,Wolf / Short,Turkic,boy,ua,uk,Cyrillic,classic,Paton (Scientist)
Petro,Rock / Stone,Greek,boy,ua,uk,Cyrillic,classic,Poroshenko / Mohyla
Oleksiy,Defender,Greek,boy,ua,uk,Cyrillic,classic,Common variation
Hryhoriy,Watchful,Greek,boy,ua,uk,Cyrillic,classic,Skovoroda (Philosopher)
Sofiya,Wisdom,Greek,girl,ua,uk,Cyrillic,classic,Top #1 girl name
Maria,Bitter / Beloved,Hebrew,girl,ua,uk,Cyrillic,classic,Universal classic
Anna,Grace,Hebrew,girl,ua,uk,Cyrillic,classic,Yaroslavna (Queen of France)
Viktoria,Victory,Latin,girl,ua,uk,Cyrillic,modern,Very popular
Veronika,True image,Greek,girl,ua,uk,Cyrillic,modern,Biblical
Anastasiia,Resurrection,Greek,girl,ua,uk,Cyrillic,classic,Very common 90s-00s
Polina,Small / Humble,Greek,girl,ua,uk,Cyrillic,modern,French origin
Solomiya,Peace,Hebrew,girl,ua,uk,Cyrillic,classic,Krushelnytska (Opera)
Yeva,Life,Hebrew,girl,ua,uk,Cyrillic,modern,Biblical Eve
Daryna,Possessing goodness,Persian,girl,ua,uk,Cyrillic,classic,Ukrainian Daria
Kateryna,Pure,Greek,girl,ua,uk,Cyrillic,classic,Shevchenko painting
Zlata,Golden,Slavic,girl,ua,uk,Cyrillic,modern,Fairytale name
Milana,Gracious,Slavic,girl,ua,uk,Cyrillic,modern,International trend
Yana,God is gracious,Hebrew,girl,ua,uk,Cyrillic,classic,Short for Ioanna
Olha,Holy / Sacred,Norse,girl,ua,uk,Cyrillic,classic,Princess Olha
Oksana,Hospitality / Stranger,Greek,girl,ua,uk,Cyrillic,classic,Ukrainian form of Xenia
Yuliia,Youthful,Latin,girl,ua,uk,Cyrillic,classic,Tymoshenko
Diana,Divine,Latin,girl,ua,uk,Cyrillic,modern,Roman Goddess
Iryna,Peace,Greek,girl,ua,uk,Cyrillic,classic,Bilyk (Singer)
Tetiana,Organizer,Latin,girl,ua,uk,Cyrillic,classic,Traditional favorite
Nadiia,Hope,Slavic,girl,ua,uk,Cyrillic,classic,Virtue name
Oleksandra,Defender of men,Greek,girl,ua,uk,Cyrillic,classic,Lesya Ukrainka (Poet)
Khrystyna,Follower of Christ,Greek,girl,ua,uk,Cyrillic,classic,Soloviy (Singer)
Alina,Bright / Noble,Germanic,girl,ua,uk,Cyrillic,modern,Common since 90s
Nataliia,Christmas Day,Latin,girl,ua,uk,Cyrillic,classic,Mogilevskaya
Olena,Bright one,Greek,girl,ua,uk,Cyrillic,classic,Ukrainian Helen
Marharyta,Pearl,Greek,girl,ua,uk,Cyrillic,classic,Western Ukraine popular
Anhelina,Angel / Messenger,Greek,girl,ua,uk,Cyrillic,modern,Soft feminine name
Bohdana,God given,Slavic,girl,ua,uk,Cyrillic,classic,Feminine of Bohdan
Roksolana,Woman from Rus,Turkish,girl,ua,uk,Cyrillic,classic,Hürrem Sultan
Lesia,Defender of men,Greek,girl,ua,uk,Cyrillic,classic,Short for Oleksandra
Ivanna,God is gracious,Hebrew,girl,ua,uk,Cyrillic,classic,Western Ukraine traditional
Svitlana,Light / Shining,Slavic,girl,ua,uk,Cyrillic,classic,Loboda (Singer)
Lyubov,Love,Slavic,girl,ua,uk,Cyrillic,classic,Virtue name
Halyna,Calm / Healer,Greek,girl,ua,uk,Cyrillic,classic,Traditional rural
Valentyna,Strong / Healthy,Latin,girl,ua,uk,Cyrillic,classic,Soviet legacy
Yelyzaveta,God is my oath,Hebrew,girl,ua,uk,Cyrillic,classic,Royal name
Marta,Lady / Mistress,Aramaic,girl,ua,uk,Cyrillic,classic,Popular in Lviv
Liudmyla,People's favorite,Slavic,girl,ua,uk,Cyrillic,classic,Gurchenko
Vira,Faith,Slavic,girl,ua,uk,Cyrillic,classic,Virtue name
Maryna,Of the sea,Latin,girl,ua,uk,Cyrillic,classic,Common in 80s
Yaroslava,Fierce and glorious,Slavic,girl,ua,uk,Cyrillic,classic,Mahuchikh (Athlete)
Uliana,Youthful,Latin,girl,ua,uk,Cyrillic,modern,Vintage revival
Stefania,Crown,Greek,girl,ua,uk,Cyrillic,modern,Eurovision song (Kalush)
Emiliia,Rival,Latin,girl,ua,uk,Cyrillic,modern,Western trend
Varvara,Foreign,Greek,girl,ua,uk,Cyrillic,modern,Vintage revival
Arina,Peace,Greek,girl,ua,uk,Cyrillic,modern,Variant of Iryna
Inna,Strong water,Gothic,girl,ua,uk,Cyrillic,classic,Short strong name
Alla,Other / Goddess,Germanic,girl,ua,uk,Cyrillic,classic,Mazur (Presenter)
Kateryna,Pure,Greek,girl,ua,uk,Cyrillic,classic,Very traditional
9. 🇵🇱 Poland
Фрагмент кода

name,meaning,origin,gender,nationality,language,script,era,notes
Antoni,Praiseworthy,Latin,boy,pl,pl,Latin,classic,Top ranked traditional
Jan,God is gracious,Hebrew,boy,pl,pl,Latin,classic,Pope John Paul II
Jakub,Supplanter,Hebrew,boy,pl,pl,Latin,classic,Kuba is common nickname
Aleksander,Defender of men,Greek,boy,pl,pl,Latin,classic,Kwaśniewski
Franciszek,Frenchman,Latin,boy,pl,pl,Latin,classic,Pope Francis effect
Szymon,He has heard,Hebrew,boy,pl,pl,Latin,classic,Biblical Simon
Mikołaj,Victory of the people,Greek,boy,pl,pl,Latin,classic,Copernicus
Filip,Lover of horses,Greek,boy,pl,pl,Latin,modern,King Philip
Stanisław,Stand in glory,Slavic,boy,pl,pl,Latin,classic,Lem (Writer)
Wojciech,Joy of war,Slavic,boy,pl,pl,Latin,classic,Adalbert of Prague
Kacper,Treasurer,Persian,boy,pl,pl,Latin,modern,Casper friendly ghost
Adam,Man / Earth,Hebrew,boy,pl,pl,Latin,classic,Mickiewicz (Poet)
Michał,Who is like God?,Hebrew,boy,pl,pl,Latin,classic,Michael the Archangel
Marcel,Little warrior,Latin,boy,pl,pl,Latin,modern,French influence
Leon,Lion,Greek,boy,pl,pl,Latin,modern,Short vintage name
Ignacy,Fire,Latin,boy,pl,pl,Latin,classic,Paderewski
Tymon,Honoring God,Greek,boy,pl,pl,Latin,modern,Timon of Athens
Nikodem,Victory of the people,Greek,boy,pl,pl,Latin,classic,Biblical Nicodemus
Piotr,Rock / Stone,Greek,boy,pl,pl,Latin,classic,St. Peter
Maksymilian,Greatest,Latin,boy,pl,pl,Latin,classic,St. Maximilian Kolbe
Bartosz,Son of Talmai,Aramaic,boy,pl,pl,Latin,modern,Polish Bartholomew
Wiktor,Conqueror,Latin,boy,pl,pl,Latin,classic,Romantic era name
Miłosz,Lover of glory,Slavic,boy,pl,pl,Latin,classic,Czesław Miłosz (Nobel)
Oliwier,Olive tree,Latin,boy,pl,pl,Latin,modern,Western trend
Krzysztof,Christ-bearer,Greek,boy,pl,pl,Latin,classic,Kieślowski (Director)
Mateusz,Gift of God,Hebrew,boy,pl,pl,Latin,classic,Mathias
Dawid,Beloved,Hebrew,boy,pl,pl,Latin,classic,Podsiadło (Singer)
Tomasz,Twin,Aramaic,boy,pl,pl,Latin,classic,St. Thomas
Paweł,Small / Humble,Latin,boy,pl,pl,Latin,classic,St. Paul
Julian,Youthful,Latin,boy,pl,pl,Latin,classic,Tuwim (Poet)
Karol,Free man,Germanic,boy,pl,pl,Latin,classic,Karol Wojtyła (JPII)
Maciej,Gift of God,Hebrew,boy,pl,pl,Latin,classic,Old Polish Matthias
Dominik,Of the Lord,Latin,boy,pl,pl,Latin,modern,Saint Dominic
Oskar,God spear,Gaelic,boy,pl,pl,Latin,modern,Literature
Gabriel,God is my strength,Hebrew,boy,pl,pl,Latin,modern,Narutowicz
Hubert,Bright heart,Germanic,boy,pl,pl,Latin,classic,Patron of hunters
Kamil,Perfect,Arabic,boy,pl,pl,Latin,modern,Stoch (Ski jumper)
Natan,He gave,Hebrew,boy,pl,pl,Latin,modern,Biblical Nathan
Tadeusz,Courageous heart,Aramaic,boy,pl,pl,Latin,classic,Pan Tadeusz (Poem)
Igor,Warrior of peace,Norse,boy,pl,pl,Latin,modern,Eastern influence
Borys,Wolf,Turkic,boy,pl,pl,Latin,modern,Szyc (Actor)
Artur,Bear man,Celtic,boy,pl,pl,Latin,classic,Boruc (Goalkeeper)
Kajetan,From Gaeta,Latin,boy,pl,pl,Latin,classic,Vintage revival
Łukasz,Light,Latin,boy,pl,pl,Latin,classic,Gospel Luke
Sebastian,Venerable,Latin,boy,pl,pl,Latin,classic,Bach namesake
Patryk,Nobleman,Latin,boy,pl,pl,Latin,modern,St. Patrick
Grzegorz,Watchful,Greek,boy,pl,pl,Latin,classic,Krychowiak
Marcin,Warrior of Mars,Latin,boy,pl,pl,Latin,classic,Gortat (NBA)
Rafał,God has healed,Hebrew,boy,pl,pl,Latin,classic,Blechacz (Pianist)
Błażej,Lisping,Latin,boy,pl,pl,Latin,classic,Pascal's Blaise
Zuzanna,Lily,Hebrew,girl,pl,pl,Latin,classic,Top #1 girl name
Julia,Youthful,Latin,girl,pl,pl,Latin,classic,Wieniawa (Actress)
Zofia,Wisdom,Greek,girl,pl,pl,Latin,classic,Nałkowska (Writer)
Hanna,Grace,Hebrew,girl,pl,pl,Latin,classic,Hania nickname
Maja,Mother / Great,Greek,girl,pl,pl,Latin,modern,Bee Maja
Lena,Bright one,Greek,girl,pl,pl,Latin,modern,Short for Helena
Alicja,Noble type,Germanic,girl,pl,pl,Latin,classic,Bachleda (Actress)
Oliwia,Olive tree,Latin,girl,pl,pl,Latin,modern,Bieniuk (Model)
Laura,Laurel,Latin,girl,pl,pl,Latin,modern,Friz crew influence
Maria,Bitter / Beloved,Hebrew,girl,pl,pl,Latin,classic,Skłodowska-Curie
Pola,Small,Latin,girl,pl,pl,Latin,modern,Negri (Actress)
Amelia,Work / Industrious,Germanic,girl,pl,pl,Latin,modern,Vintage charm
Emilia,Rival,Latin,girl,pl,pl,Latin,classic,Plater (Soldier)
Antonina,Praiseworthy,Latin,girl,pl,pl,Latin,classic,Vintage revival
Wiktoria,Victory,Latin,girl,pl,pl,Latin,classic,Gąsiewska (Actress)
Aleksandra,Defender of men,Greek,girl,pl,pl,Latin,classic,Kwaśniewska
Marcelina,Little warrior,Latin,girl,pl,pl,Latin,classic,Zawadzka
Klara,Bright / Clear,Latin,girl,pl,pl,Latin,classic,Lewandowska daughter
Michalina,Who is like God?,Hebrew,girl,pl,pl,Latin,classic,Wisłocka
Helena,Bright one,Greek,girl,pl,pl,Latin,classic,Modrzejewska
Gabriela,God is my strength,Hebrew,girl,pl,pl,Latin,classic,Zapolska
Natalia,Christmas Day,Latin,girl,pl,pl,Latin,classic,Kukulska (Singer)
Nadia,Hope,Slavic,girl,pl,pl,Latin,modern,Eastern influence
Karolina,Free man,Germanic,girl,pl,pl,Latin,classic,Szostak
Kornelia,Horn,Latin,girl,pl,pl,Latin,classic,Roman origin
Martyna,Warrior of Mars,Latin,girl,pl,pl,Latin,modern,Wojciechowska
Jagoda,Berry,Slavic,girl,pl,pl,Latin,modern,Nature name
Łucja,Light,Latin,girl,pl,pl,Latin,classic,St. Lucia
Lilianna,Lily flower,Latin,girl,pl,pl,Latin,modern,Ornamental name
Weronika,True image,Greek,girl,pl,pl,Latin,classic,Rosati (Actress)
Barbara,Foreign,Greek,girl,pl,pl,Latin,classic,Kurdej-Szatan
Kaja,Pure / Earth,Greek,girl,pl,pl,Latin,modern,Short strong name
Blanka,White,Germanic,girl,pl,pl,Latin,modern,Lipińska
Anna,Grace,Hebrew,girl,pl,pl,Latin,classic,Lewandowska
Ewa,Life,Hebrew,girl,pl,pl,Latin,classic,Chodakowska
Magdalena,From Magdala,Aramaic,girl,pl,pl,Latin,classic,Cielecka
Kinga,Family / Kin,Germanic,girl,pl,pl,Latin,classic,Saint Kinga
Agata,Good,Greek,girl,pl,pl,Latin,classic,Duda (First Lady)
Joanna,God is gracious,Hebrew,girl,pl,pl,Latin,classic,Krupa (Model)
Małgorzata,Pearl,Greek,girl,pl,pl,Latin,classic,Rozenek
Paulina,Small,Latin,girl,pl,pl,Latin,classic,Krupińska
Katarzyna,Pure,Greek,girl,pl,pl,Latin,classic,Cichopek
Marta,Lady / Mistress,Aramaic,girl,pl,pl,Latin,classic,Żmuda
Iga,War battle,Germanic,girl,pl,pl,Latin,modern,Świątek (Tennis)
Aniela,Angel,Greek,girl,pl,pl,Latin,classic,Vintage revival
Róża,Rose,Latin,girl,pl,pl,Latin,classic,Flower name
Urszula,Little bear,Latin,girl,pl,pl,Latin,classic,Kochanowski poem
Rozalia,Rose,Latin,girl,pl,pl,Latin,classic,Man-teuffel
10. 🇨🇿 Czech Republic
Фрагмент кода

name,meaning,origin,gender,nationality,language,script,era,notes
Jakub,Supplanter,Hebrew,boy,cz,cs,Latin,classic,Long-time #1 favorite
Jan,God is gracious,Hebrew,boy,cz,cs,Latin,classic,Jan Hus / Jan Neruda
Matyáš,Gift of God,Hebrew,boy,cz,cs,Latin,modern,Historical King Matthias
Adam,Man / Earth,Hebrew,boy,cz,cs,Latin,classic,Biblical first man
Tomáš,Twin,Aramaic,boy,cz,cs,Latin,classic,Masaryk (President)
Vojtěch,Comforting warrior,Slavic,boy,cz,cs,Latin,classic,Saint Adalbert
Matěj,Gift of God,Hebrew,boy,cz,cs,Latin,modern,Czech Matthew
Filip,Lover of horses,Greek,boy,cz,cs,Latin,modern,Short and popular
Ondřej,Manly / Warrior,Greek,boy,cz,cs,Latin,classic,St. Andrew
Dominik,Of the Lord,Latin,boy,cz,cs,Latin,modern,Hašek (Hockey)
Lukáš,Man from Lucania,Latin,boy,cz,cs,Latin,classic,Rosol (Tennis)
Martin,Warrior of Mars,Latin,boy,cz,cs,Latin,classic,St. Martin on white horse
David,Beloved,Hebrew,boy,cz,cs,Latin,classic,Černý (Artist)
Daniel,God is my judge,Hebrew,boy,cz,cs,Latin,classic,Landa (Singer)
Štěpán,Crown,Greek,boy,cz,cs,Latin,classic,St. Stephen
Václav,More glory,Slavic,boy,cz,cs,Latin,classic,Havel / Saint Wenceslas
Marek,Warrior of Mars,Latin,boy,cz,cs,Latin,classic,Eben (Host)
Michal,Who is like God?,Hebrew,boy,cz,cs,Latin,classic,David (Singer)
Tobiáš,God is good,Hebrew,boy,cz,cs,Latin,modern,Biblical Tobias
Kryštof,Christ-bearer,Greek,boy,cz,cs,Latin,modern,Band Kryštof
Jiří,Farmer,Greek,boy,cz,cs,Latin,classic,George in Czech
Pavel,Small / Humble,Latin,boy,cz,cs,Latin,classic,Nedvěd (Football)
Petr,Rock / Stone,Greek,boy,cz,cs,Latin,classic,Čech (Goalkeeper)
Josef,He will add,Hebrew,boy,cz,cs,Latin,classic,Lada (Painter)
Antonín,Praiseworthy,Latin,boy,cz,cs,Latin,classic,Dvořák (Composer)
František,Frenchman,Latin,boy,cz,cs,Latin,classic,Kafka (Franz)
Jáchym,Established by God,Hebrew,boy,cz,cs,Latin,modern,Joachim
Viktor,Conqueror,Latin,boy,cz,cs,Latin,classic,Preiss (Actor)
Tadeáš,Courageous heart,Aramaic,boy,cz,cs,Latin,modern,Thaddeus
Oliver,Olive tree,Latin,boy,cz,cs,Latin,modern,Western trend
Samuel,Told by God,Hebrew,boy,cz,cs,Latin,modern,Biblical prophet
Patrik,Nobleman,Latin,boy,cz,cs,Latin,classic,Schick (Football)
Richard,Powerful leader,Germanic,boy,cz,cs,Latin,classic,Krajčo (Singer)
Jaroslav,Fierce and glorious,Slavic,boy,cz,cs,Latin,classic,Seifert (Nobel)
Sebastian,Venerable,Latin,boy,cz,cs,Latin,modern,Vettel influence
Karel,Free man,Germanic,boy,cz,cs,Latin,classic,Karel Gott / Charles IV
Mikuláš,Victory of the people,Greek,boy,cz,cs,Latin,classic,St. Nicholas
Eduard,Rich guard,English,boy,cz,cs,Latin,classic,Cupák
Vít,Life,Latin,boy,cz,cs,Latin,classic,St. Vitus Cathedral
Miroslav,Peace / Glory,Slavic,boy,cz,cs,Latin,classic,Donutil (Actor)
Milan,Gracious,Slavic,boy,cz,cs,Latin,classic,Kundera (Writer)
Radek,Happy / Willing,Slavic,boy,cz,cs,Latin,classic,Štěpánek
Zdeněk,Created glory,Slavic,boy,cz,cs,Latin,classic,Svěrák
Aleš,Defender,Greek,boy,cz,cs,Latin,classic,Hrdlička
Roman,Citizen of Rome,Latin,boy,cz,cs,Latin,classic,Šebrle
Ladislav,Glorious rule,Slavic,boy,cz,cs,Latin,classic,Špaček
Libor,Free,Latin,boy,cz,cs,Latin,classic,Pešek
Stanislav,Stand in glory,Slavic,boy,cz,cs,Latin,classic,Gross
Vladimír,Ruler of the world,Slavic,boy,cz,cs,Latin,classic,Menšík
Bohumil,God's favor,Slavic,boy,cz,cs,Latin,classic,Hrabal
Eliška,God is my oath,Hebrew,girl,cz,cs,Latin,classic,Top #1 girl name
Viktorie,Victory,Latin,girl,cz,cs,Latin,modern,Royal name
Anna,Grace,Hebrew,girl,cz,cs,Latin,classic,Geislerová
Sofie,Wisdom,Greek,girl,cz,cs,Latin,modern,International spelling
Tereza,Harvester,Greek,girl,cz,cs,Latin,classic,Maxová (Model)
Adéla,Noble,Germanic,girl,cz,cs,Latin,classic,Gondíková
Karolína,Free man,Germanic,girl,cz,cs,Latin,classic,Plíšková (Tennis)
Natálie,Christmas Day,Latin,girl,cz,cs,Latin,modern,Kocábová
Ema,Whole / Universal,Germanic,girl,cz,cs,Latin,modern,Destinnová
Kristýna,Follower of Christ,Greek,girl,cz,cs,Latin,classic,Leichtová
Julie,Youthful,Latin,girl,cz,cs,Latin,classic,Capulet
Barbora,Foreign,Greek,girl,cz,cs,Latin,classic,Špotáková
Nela,Horn,Latin,girl,cz,cs,Latin,modern,Short for Cornelia
Amálie,Work,Germanic,girl,cz,cs,Latin,classic,Vintage revival
Kateřina,Pure,Greek,girl,cz,cs,Latin,classic,Neumannová
Zuzana,Lily,Hebrew,girl,cz,cs,Latin,classic,Navarová
Lucie,Light,Latin,girl,cz,cs,Latin,classic,Bílá (Singer)
Klára,Bright,Latin,girl,cz,cs,Latin,classic,Issová
Marie,Bitter / Beloved,Hebrew,girl,cz,cs,Latin,classic,Empress Maria Theresa
Veronika,True image,Greek,girl,cz,cs,Latin,classic,Žilková
Gabriela,God is my strength,Hebrew,girl,cz,cs,Latin,classic,Koukalová
Anežka,Pure,Greek,girl,cz,cs,Latin,classic,St. Agnes of Bohemia
Rozálie,Rose,Latin,girl,cz,cs,Latin,modern,Vintage revival
Valerie,Strong,Latin,girl,cz,cs,Latin,modern,Zawadská
Laura,Laurel,Latin,girl,cz,cs,Latin,modern,Modern trend
Markéta,Pearl,Greek,girl,cz,cs,Latin,classic,Irglová
Nikola,Victory of the people,Greek,girl,cz,cs,Latin,modern,Sudová
Jana,God is gracious,Hebrew,girl,cz,cs,Latin,classic,Brejchová
Eva,Life,Hebrew,girl,cz,cs,Latin,classic,Herzigová
Alžběta,God is my oath,Hebrew,girl,cz,cs,Latin,classic,Elizabeth
Sára,Princess,Hebrew,girl,cz,cs,Latin,modern,Saudková
Michaela,Who is like God?,Hebrew,girl,cz,cs,Latin,classic,Kuklová
Elena,Bright one,Greek,girl,cz,cs,Latin,modern,International
Hana,Grace,Hebrew,girl,cz,cs,Latin,classic,Zagorová
Lenka,Bright one,Greek,girl,cz,cs,Latin,classic,Filipová
Petra,Rock,Greek,girl,cz,cs,Latin,classic,Kvitová (Tennis)
Monika,Advisor,Latin,girl,cz,cs,Latin,classic,Absolonová
Jitka,Jewess / Praised,Hebrew,girl,cz,cs,Latin,classic,Čvančarová
Martina,Warrior of Mars,Latin,girl,cz,cs,Latin,classic,Sáblíková
Daniela,God is my judge,Hebrew,girl,cz,cs,Latin,classic,Peštová
Simona,He has heard,Hebrew,girl,cz,cs,Latin,classic,Krainová
Iva,God is gracious,Slavic,girl,cz,cs,Latin,classic,Janžurová
Denisa,Devoted to Dionysus,Greek,girl,cz,cs,Latin,modern,Šátralová
Andrea,Manly,Greek,girl,cz,cs,Latin,classic,Verešová
Pavlína,Small,Latin,girl,cz,cs,Latin,classic,Pořízková
